Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
m1.small,m1,small,"ap-southeast-2a, ap-southeast-2b",false,false,false,xen,1,"i386, x86_64",1,-,1,-,,1.7,160,true,hdd,1,supported,unsupported,Low,unsupported,2,4,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,0,0,0,0,0,0,0.093 USD per Hour,0.058 USD per Hour,0.088 USD per Hour,0.072 USD per Hour,-,false,false
r8g.8xlarge,r8g,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.8,256,0,-,-,0,supported,default,15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,10000,40000,1250,10000,40000,1250,-,2.2592 USD per Hour,2.3842 USD per Hour,2.6048 USD per Hour,2.3152 USD per Hour,false,false
c5.18xlarge,c5,18xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,72,x86_64,36,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36",2,"1,2",3.4,144,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,19000,80000,2375,19000,80000,2375,7.308 USD per Hour,3.996 USD per Hour,4.096 USD per Hour,4.774 USD per Hour,4.122 USD per Hour,false,false
c6gd.large,c6gd,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,-,0.101 USD per Hour,0.1573 USD per Hour,0.1298 USD per Hour,0.1045 USD per Hour,false,false
t3a.xlarge,t3a,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.2,16,0,-,-,0,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,695,4000,86.875,2780,15700,347.5,0.2637 USD per Hour,0.1901 USD per Hour,0.2464 USD per Hour,0.2477 USD per Hour,0.1971 USD per Hour,false,false
c5a.large,c5a,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.3,4,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,200,800,25,3170,13300,396.25,0.192 USD per Hour,0.1 USD per Hour,0.156 USD per Hour,0.129 USD per Hour,0.104 USD per Hour,false,false
c5n.xlarge,c5n,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.4,10.5,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,1150,6000,143.75,4750,20000,593.75,0.466 USD per Hour,0.282 USD per Hour,0.338 USD per Hour,0.34 USD per Hour,0.289 USD per Hour,false,false
c6gd.8xlarge,c6gd,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,64,1900,true,ssd,1,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,9500,40000,1187.5,9500,40000,1187.5,-,1.616 USD per Hour,1.741 USD per Hour,1.9616 USD per Hour,1.672 USD per Hour,false,false
m7i-flex.xlarge,m7i-flex,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,625,3600,78.125,10000,40000,1250,0.4142 USD per Hour,0.2394 USD per Hour,0.2957 USD per Hour,0.297 USD per Hour,0.2464 USD per Hour,false,false
g4dn.4xlarge,g4dn,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,64,225,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,4750,20000,593.75,4750,20000,593.75,2.302 USD per Hour,1.566 USD per Hour,1.691 USD per Hour,1.738 USD per Hour,1.594 USD per Hour,false,false
r8gd.48xlarge,r8gd,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,arm64,192,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192",1,1,2.7,1536,11400,true,ssd,6,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,-,16.23552 USD per Hour,16.36052 USD per Hour,18.07872 USD per Hour,16.57152 USD per Hour,true,false
