Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
m5.16xlarge,m5,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,256,0,-,-,0,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,13600,60000,1700,13600,60000,1700,6.784 USD per Hour,3.84 USD per Hour,3.94 USD per Hour,4.531 USD per Hour,3.952 USD per Hour,false,false
g6.2xlarge,g6,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.4,32,450,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,2000,8000,250,5000,20000,625,1.63907 USD per Hour,1.27107 USD per Hour,1.39607 USD per Hour,1.38627 USD per Hour,1.28507 USD per Hour,false,false
r6i.12xlarge,r6i,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,384,0,-,-,0,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,15000,60000,1875,15000,60000,1875,5.832 USD per Hour,3.624 USD per Hour,3.749 USD per Hour,4.1424 USD per Hour,3.708 USD per Hour,true,true
c6a.xlarge,c6a,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.6,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.3838 USD per Hour,0.1998 USD per Hour,0.2561 USD per Hour,0.2574 USD per Hour,0.2068 USD per Hour,false,false
c3.4xlarge,c3,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.8,30,320,true,ssd,2,supported,supported,High,unsupported,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,2000,16000,250,2000,16000,250,1.906 USD per Hour,1.058 USD per Hour,1.158 USD per Hour,1.229 USD per Hour,-,false,false
m8i.2xlarge,m8i,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.9,32,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.8972 USD per Hour,0.5292 USD per Hour,0.6542 USD per Hour,0.6444 USD per Hour,0.5432 USD per Hour,false,true
r8i.4xlarge,r8i,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.9,128,0,-,-,0,supported,default,Up to 15 Gigabit,required,8,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,2.06784 USD per Hour,1.33184 USD per Hour,1.45684 USD per Hour,1.50464 USD per Hour,1.35984 USD per Hour,false,true
c7gd.2xlarge,c7gd,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,16,474,true,ssd,1,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.4763 USD per Hour,0.6013 USD per Hour,0.5915 USD per Hour,0.4903 USD per Hour,false,false
m8gd.48xlarge,m8gd,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,arm64,192,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192",1,1,2.7,768,11400,true,ssd,6,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,-,13.91232 USD per Hour,14.03732 USD per Hour,15.75552 USD per Hour,14.24832 USD per Hour,true,false
i2.8xlarge,i2,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.5,244,6400,true,ssd,8,supported,unsupported,10 Gigabit,unsupported,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,"ebs, instance-store",true,-,-,false,0,0,0,0,0,0,9.348 USD per Hour,8.14 USD per Hour,8.24 USD per Hour,8.49 USD per Hour,-,false,false
is4gen.large,is4gen,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,12,1875,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,1250,5000,156.25,10000,40000,1250,-,0.34553 USD per Hour,0.40183 USD per Hour,0.37433 USD per Hour,0.34903 USD per Hour,false,false
x8g.4xlarge,x8g,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.8,256,0,-,-,0,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,5000,20000,625,10000,40000,1250,-,1.87584 USD per Hour,2.00084 USD per Hour,2.04864 USD per Hour,1.90384 USD per Hour,false,false
m7a.24xlarge,m7a,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,96,"1,2,3,4,5,6,7,8,9,10,11,12,24,36,48,60,72,84,96",1,1,3.7,384,0,-,-,0,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,11.3712 USD per Hour,6.9552 USD per Hour,7.0802 USD per Hour,7.992 USD per Hour,7.1232 USD per Hour,true,false
r6gd.8xlarge,r6gd,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,256,1900,true,ssd,1,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,9500,40000,1187.5,9500,40000,1187.5,-,2.224 USD per Hour,2.349 USD per Hour,2.5696 USD per Hour,2.28 USD per Hour,false,false
c8i.48xlarge,c8i,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,x86_64,96,"6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96",2,"1,2",3.9,384,0,-,-,0,supported,default,75 Gigabit,required,24,64,64,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,60000,240000,7500,60000,240000,7500,20.58048 USD per Hour,11.74848 USD per Hour,11.87348 USD per Hour,13.59168 USD per Hour,12.08448 USD per Hour,true,true
m6idn.24xlarge,m6idn,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,5700,true,ssd,4,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,75000,300000,9375,75000,300000,9375,14.07552 USD per Hour,9.65952 USD per Hour,9.78452 USD per Hour,10.69632 USD per Hour,9.82752 USD per Hour,true,true
g5.16xlarge,g5,16xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,-,2,-,3.3,256,1900,true,ssd,1,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,16000,65000,2000,16000,65000,2000,8.26961 USD per Hour,5.32561 USD per Hour,5.45061 USD per Hour,6.01681 USD per Hour,5.43761 USD per Hour,false,false
m7a.8xlarge,m7a,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,32,"1,2,3,4,8,12,16,20,24,28,32",1,1,3.7,128,0,-,-,0,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,3.7904 USD per Hour,2.3184 USD per Hour,2.4434 USD per Hour,2.664 USD per Hour,2.3744 USD per Hour,false,false
r8i-flex.4xlarge,r8i-flex,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.9,128,0,-,-,0,supported,default,Up to 15 Gigabit,required,8,50,50,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,2500,12000,312.5,10000,40000,1250,1.96448 USD per Hour,1.26528 USD per Hour,1.39028 USD per Hour,1.43808 USD per Hour,1.29328 USD per Hour,false,true
r5ad.2xlarge,r5ad,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,64,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,1580,8333,197.5,2880,16000,360,1.004 USD per Hour,0.636 USD per Hour,0.761 USD per Hour,0.751 USD per Hour,0.65 USD per Hour,false,false
r6id.large,r6id,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,650,3600,81.25,10000,40000,1250,0.266 USD per Hour,0.174 USD per Hour,0.2303 USD per Hour,0.2028 USD per Hour,0.1775 USD per Hour,false,true
c7g.medium,c7g,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.6,2,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,-,0.0472 USD per Hour,0.1035 USD per Hour,0.0616 USD per Hour,0.0489 USD per Hour,false,false
m5ad.xlarge,m5ad,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.2,16,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,1085,6000,135.625,2880,16000,360,0.444 USD per Hour,0.26 USD per Hour,0.316 USD per Hour,0.318 USD per Hour,0.267 USD per Hour,false,false
m7g.2xlarge,m7g,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,32,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.408 USD per Hour,0.533 USD per Hour,0.5232 USD per Hour,0.422 USD per Hour,false,false
r7i.xlarge,r7i,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.5011 USD per Hour,0.3171 USD per Hour,0.3734 USD per Hour,0.3747 USD per Hour,0.3241 USD per Hour,false,false
t3a.large,t3a,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,8,0,-,-,0,supported,default,Up to 5 Gigabit,required,3,12,12,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,695,4000,86.875,2780,15700,347.5,0.1226 USD per Hour,0.095 USD per Hour,0.1513 USD per Hour,0.1238 USD per Hour,0.0985 USD per Hour,false,false
m3.2xlarge,m3,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,30,160,true,ssd,2,supported,supported,High,unsupported,4,30,0,-,"partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,1000,8000,125,1000,8000,125,1.249 USD per Hour,0.745 USD per Hour,0.845 USD per Hour,0.859 USD per Hour,0.758 USD per Hour,false,false
