Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
m8g.24xlarge,m8g,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,arm64,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96",1,1,2.8,384,0,-,-,0,supported,default,40 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,-,5.3856 USD per Hour,5.5106 USD per Hour,6.4224 USD per Hour,5.5536 USD per Hour,true,false
im4gn.2xlarge,im4gn,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,3750,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,-,0.87217 USD per Hour,0.99717 USD per Hour,0.98737 USD per Hour,0.88617 USD per Hour,false,false
r6i.xlarge,r6i,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,1250,6000,156.25,10000,40000,1250,0.486 USD per Hour,0.302 USD per Hour,0.3583 USD per Hour,0.3596 USD per Hour,0.309 USD per Hour,false,true
is4gen.4xlarge,is4gen,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,96,15000,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,10000,40000,1250,10000,40000,1250,-,2.76421 USD per Hour,2.88921 USD per Hour,2.93701 USD per Hour,2.79221 USD per Hour,false,false
x8g.24xlarge,x8g,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,arm64,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96",1,1,2.8,1536,0,-,-,0,supported,default,40 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,-,11.25504 USD per Hour,11.38004 USD per Hour,12.29184 USD per Hour,11.42304 USD per Hour,true,false
g5.4xlarge,g5,4xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,-,2,-,3.3,64,600,true,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,4750,20000,593.75,4750,20000,593.75,2.84752 USD per Hour,2.11152 USD per Hour,2.23652 USD per Hour,2.28432 USD per Hour,2.13952 USD per Hour,false,false
r6id.16xlarge,r6id,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,8.512 USD per Hour,5.568 USD per Hour,5.693 USD per Hour,6.2592 USD per Hour,5.68 USD per Hour,true,true
g6.24xlarge,g6,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"1,2,3,4,5,6,12,18,24,30,36,42,48",2,"1,2",3.4,384,3760,true,ssd,4,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",4,0,-,unsupported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,13.09509 USD per Hour,8.67909 USD per Hour,8.80409 USD per Hour,9.71589 USD per Hour,8.84709 USD per Hour,false,false
x2iedn.2xlarge,x2iedn,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,256,237,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,5000,16250,625,20000,65000,2500,2.78563 USD per Hour,2.41763 USD per Hour,2.54263 USD per Hour,2.53283 USD per Hour,2.43163 USD per Hour,false,false
x8g.2xlarge,x8g,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,128,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,2500,12000,312.5,10000,40000,1250,-,0.93792 USD per Hour,1.06292 USD per Hour,1.05312 USD per Hour,0.95192 USD per Hour,false,false
mac2-m2.metal,mac2-m2,metal,"ap-southeast-2a, ap-southeast-2b",false,false,true,,8,arm64_mac,8,-,1,-,3.5,24,0,-,-,0,supported,default,10 Gigabit,required,8,30,30,true,"partition, spread",0,0,-,unsupported,ebs,true,-,-,true,8000,55000,1000,8000,55000,1000,-,-,-,-,-,false,false
c8i-flex.8xlarge,c8i-flex,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.9,64,0,-,-,0,supported,default,Up to 15 Gigabit,required,10,50,50,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,5000,20000,625,10000,40000,1250,3.25856 USD per Hour,1.86016 USD per Hour,1.98516 USD per Hour,2.20576 USD per Hour,1.91616 USD per Hour,false,true
i3en.12xlarge,i3en,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,30000,true,ssd,4,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,9500,40000,1187.5,9500,40000,1187.5,8.712 USD per Hour,6.504 USD per Hour,6.629 USD per Hour,7.022 USD per Hour,6.588 USD per Hour,false,false
c6in.xlarge,c6in,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,0,-,-,0,supported,default,Up to 30 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,3125,12500,390.625,25000,100000,3125,0.4801 USD per Hour,0.2961 USD per Hour,0.3524 USD per Hour,0.3537 USD per Hour,-,false,true
r5a.2xlarge,r5a,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,64,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,1580,8333,197.5,2880,16000,360,0.912 USD per Hour,0.544 USD per Hour,0.669 USD per Hour,0.659 USD per Hour,0.558 USD per Hour,false,false
c8g.2xlarge,c8g,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,16,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.4152 USD per Hour,0.5402 USD per Hour,0.5304 USD per Hour,0.4292 USD per Hour,false,false
r6a.2xlarge,r6a,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,64,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.9116 USD per Hour,0.5436 USD per Hour,0.6686 USD per Hour,0.6588 USD per Hour,0.5576 USD per Hour,false,false
r8g.12xlarge,r8g,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.8,384,0,-,-,0,supported,default,22.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,-,3.3888 USD per Hour,3.5138 USD per Hour,3.9072 USD per Hour,3.4728 USD per Hour,true,false
i3en.3xlarge,i3en,3xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,12,x86_64,6,"2,4,6",2,"1,2",3.1,96,7500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,3800,15000,475,4750,20000,593.75,2.178 USD per Hour,1.626 USD per Hour,1.751 USD per Hour,1.756 USD per Hour,1.647 USD per Hour,false,false
is4gen.xlarge,is4gen,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,24,3750,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,2500,10000,312.5,10000,40000,1250,-,0.69105 USD per Hour,0.74735 USD per Hour,0.74865 USD per Hour,0.69805 USD per Hour,false,false
m6idn.large,m6idn,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,8,118,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1562,6250,195.3125,25000,100000,3125,0.29324 USD per Hour,0.20124 USD per Hour,0.25754 USD per Hour,0.23004 USD per Hour,0.20474 USD per Hour,false,true
c5ad.24xlarge,c5ad,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"1,2,3,4,8,12,16,20,24,28,32,36,40,44,48",2,"1,2",3.3,192,3800,true,ssd,2,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,9500,40000,1187.5,9500,40000,1187.5,9.84 USD per Hour,5.424 USD per Hour,5.549 USD per Hour,6.461 USD per Hour,5.592 USD per Hour,false,false
t4g.nano,t4g,nano,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,0.5,0,-,-,0,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,43,250,5.375,2085,11800,260.625,-,0.0053 USD per Hour,0.0053 USD per Hour,-,0.0088 USD per Hour,false,false
r6a.metal,r6a,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,x86_64,96,-,2,-,3.6,1536,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,21.8784 USD per Hour,13.0464 USD per Hour,13.1714 USD per Hour,14.8896 USD per Hour,13.3824 USD per Hour,true,false
c8gd.48xlarge,c8gd,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,arm64,192,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192",1,1,2.7,384,11400,true,ssd,6,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,-,12.3456 USD per Hour,12.4706 USD per Hour,14.1888 USD per Hour,12.6816 USD per Hour,true,false
f1.2xlarge,f1,2xlarge,ap-southeast-2a,false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,122,470,true,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",0,1,-,unsupported,ebs,true,-,-,true,1700,12000,212.5,1700,12000,212.5,-,1.981 USD per Hour,-,-,-,false,false
c3.8xlarge,c3,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.8,60,640,true,ssd,2,supported,unsupported,10 Gigabit,unsupported,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,0,0,0,0,0,0,3.813 USD per Hour,2.117 USD per Hour,2.217 USD per Hour,2.458 USD per Hour,-,false,false
m6gd.4xlarge,m6gd,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,950,true,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,4750,20000,593.75,4750,20000,593.75,-,0.912 USD per Hour,1.037 USD per Hour,1.0848 USD per Hour,0.94 USD per Hour,false,false
m2.4xlarge,m2,4xlarge,"ap-southeast-2a, ap-southeast-2b",false,false,false,xen,8,x86_64,8,"1,2,3,4,5,6,7,8",1,1,,68.4,1680,true,hdd,2,supported,supported,High,unsupported,8,30,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,1000,8000,125,1000,8000,125,1.483 USD per Hour,1.183 USD per Hour,1.283 USD per Hour,1.298 USD per Hour,-,false,false
m6id.2xlarge,m6id,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,32,474,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.9644 USD per Hour,0.5964 USD per Hour,0.7214 USD per Hour,0.7116 USD per Hour,0.6104 USD per Hour,false,true
m7gd.xlarge,m7gd,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,16,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25039999999998,10000,40000,1250,-,0.2684 USD per Hour,0.3247 USD per Hour,0.326 USD per Hour,0.2754 USD per Hour,false,false
r8gd.8xlarge,r8gd,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.8,256,1900,true,ssd,1,supported,default,15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,10000,40000,1250,10000,40000,1250,-,2.70592 USD per Hour,2.83092 USD per Hour,3.05152 USD per Hour,2.76192 USD per Hour,false,false
m6a.2xlarge,m6a,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.8 USD per Hour,0.432 USD per Hour,0.557 USD per Hour,0.5472 USD per Hour,0.446 USD per Hour,false,false
r6gd.2xlarge,r6gd,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,64,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,-,0.556 USD per Hour,0.681 USD per Hour,0.6712 USD per Hour,0.57 USD per Hour,false,false
m5d.xlarge,m5d,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,16,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1150,6000,143.75,4750,18750,593.75,0.468 USD per Hour,0.284 USD per Hour,0.34 USD per Hour,0.342 USD per Hour,0.291 USD per Hour,false,false
i7ie.24xlarge,i7ie,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",2,"1,2",3.6,768,60000,true,ssd,8,supported,default,Up to 100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,19.3752 USD per Hour,14.9592 USD per Hour,15.0842 USD per Hour,15.996 USD per Hour,15.1272 USD per Hour,true,false
m8i.12xlarge,m8i,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.9,192,0,-,-,0,supported,default,22.5 Gigabit,required,12,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,5.3832 USD per Hour,3.1752 USD per Hour,3.3002 USD per Hour,3.6936 USD per Hour,3.2592 USD per Hour,false,true
c6gd.metal,c6gd,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,64,arm64,64,-,1,-,2.5,128,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,-,3.232 USD per Hour,3.357 USD per Hour,3.9232 USD per Hour,3.344 USD per Hour,false,false
m5a.2xlarge,m5a,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,1580,8333,197.5,2880,16000,360,0.8 USD per Hour,0.432 USD per Hour,0.557 USD per Hour,0.547 USD per Hour,0.446 USD per Hour,false,false
m7g.4xlarge,m7g,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.6,64,0,-,-,0,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,-,0.816 USD per Hour,0.941 USD per Hour,0.9888 USD per Hour,0.844 USD per Hour,false,false
