Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
t3a.small,t3a,small,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,2,0,-,-,0,supported,default,Up to 5 Gigabit,required,2,4,4,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,175,1000,21.875,2085,11800,260.625,0.0422 USD per Hour,0.0238 USD per Hour,0.0548 USD per Hour,0.0526 USD per Hour,0.0273 USD per Hour,false,false
i7ie.metal-48xl,i7ie,metal-48xl,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,x86_64,96,-,2,-,3.6,1536,120000,true,ssd,16,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,60000,240000,7500,60000,240000,7500,38.7504 USD per Hour,29.9184 USD per Hour,30.0434 USD per Hour,31.7616 USD per Hour,30.2544 USD per Hour,true,false
m5.metal,m5,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,96,x86_64,48,-,2,-,3.1,384,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,19000,80000,2375,19000,80000,2375,10.176 USD per Hour,5.76 USD per Hour,5.86 USD per Hour,6.797 USD per Hour,5.928 USD per Hour,false,false
r5b.metal,r5b,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,96,x86_64,48,-,2,-,3.1,768,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,60000,260000,7500,60000,260000,7500,13.104 USD per Hour,8.688 USD per Hour,8.813 USD per Hour,9.7248 USD per Hour,8.856 USD per Hour,false,false
r5ad.12xlarge,r5ad,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.2,384,1800,true,ssd,2,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,6780,30000,847.5,6780,30000,847.5,6.024 USD per Hour,3.816 USD per Hour,3.941 USD per Hour,4.334 USD per Hour,3.9 USD per Hour,false,false
m6gd.metal,m6gd,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,64,arm64,64,-,1,-,2.5,256,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,-,3.648 USD per Hour,3.773 USD per Hour,4.3392 USD per Hour,3.76 USD per Hour,false,false
r6i.4xlarge,r6i,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,128,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,5000,20000,625,10000,40000,1250,1.944 USD per Hour,1.208 USD per Hour,1.333 USD per Hour,1.3808 USD per Hour,1.236 USD per Hour,false,true
m5ad.2xlarge,m5ad,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,32,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,1580,8333,197.5,2880,16000,360,0.888 USD per Hour,0.52 USD per Hour,0.645 USD per Hour,0.635 USD per Hour,0.534 USD per Hour,false,false
c8i-flex.16xlarge,c8i-flex,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.9,128,0,-,-,0,supported,default,Up to 30 Gigabit,required,16,64,64,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,10000,40000,1250,20000,80000,2500,6.51712 USD per Hour,3.72032 USD per Hour,3.84532 USD per Hour,4.41152 USD per Hour,3.83232 USD per Hour,false,true
m7g.12xlarge,m7g,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,192,0,-,-,0,supported,default,22.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,-,2.448 USD per Hour,2.573 USD per Hour,2.9664 USD per Hour,2.532 USD per Hour,true,false
r6a.32xlarge,r6a,32xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"8,12,16,20,24,28,32,64",2,"1,2",3.6,1024,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,14.5856 USD per Hour,8.6976 USD per Hour,8.8226 USD per Hour,9.9264 USD per Hour,8.9216 USD per Hour,true,false
g4dn.12xlarge,g4dn,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",2.5,192,900,true,ssd,1,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",4,0,-,unsupported,ebs,true,-,-,true,9500,40000,1187.5,9500,40000,1187.5,7.295 USD per Hour,5.087 USD per Hour,5.212 USD per Hour,5.605 USD per Hour,5.171 USD per Hour,false,false
m2.2xlarge,m2,2xlarge,"ap-southeast-2a, ap-southeast-2b",false,false,false,xen,4,x86_64,4,"1,2,3,4",1,1,,34.2,850,true,hdd,1,supported,supported,Moderate,unsupported,4,30,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,500,4000,62.5,500,4000,62.5,0.742 USD per Hour,0.592 USD per Hour,0.692 USD per Hour,0.65 USD per Hour,-,false,false
i4i.metal,i4i,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,128,x86_64,64,-,2,-,3.5,1024,30000,true,ssd,8,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,19.053 USD per Hour,13.165 USD per Hour,13.29 USD per Hour,14.394 USD per Hour,13.389 USD per Hour,true,false
z1d.xlarge,z1d,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",4,32,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,1580,6667,197.5,3170,13333,396.25,0.636 USD per Hour,0.452 USD per Hour,0.508 USD per Hour,0.51 USD per Hour,0.459 USD per Hour,false,false
t4g.2xlarge,t4g,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,0,-,-,0,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,695,4000,86.875,2780,15700,347.5,-,0.3392 USD per Hour,0.4642 USD per Hour,0.4544 USD per Hour,0.3532 USD per Hour,false,false
i7i.large,i7i,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.4,16,468,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,625,2500,78.125,10000,40000,1250,0.3183 USD per Hour,0.2263 USD per Hour,0.2826 USD per Hour,0.2551 USD per Hour,0.2298 USD per Hour,false,false
i4i.4xlarge,i4i,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,128,3750,true,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,5000,20000,625,10000,40000,1250,2.382 USD per Hour,1.646 USD per Hour,1.771 USD per Hour,1.818 USD per Hour,1.674 USD per Hour,false,false
c5n.4xlarge,c5n,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.4,42,0,-,-,0,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,4750,20000,593.75,4750,20000,593.75,1.864 USD per Hour,1.128 USD per Hour,1.253 USD per Hour,1.301 USD per Hour,1.156 USD per Hour,false,false
r8i.2xlarge,r8i,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.9,64,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,1.03392 USD per Hour,0.66592 USD per Hour,0.79092 USD per Hour,0.78112 USD per Hour,0.67992 USD per Hour,false,true
r6in.large,r6in,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1562,6250,195.3125,25000,100000,3125,0.30377 USD per Hour,0.21177 USD per Hour,0.26807 USD per Hour,0.24057 USD per Hour,0.21527 USD per Hour,false,true
r8i.12xlarge,r8i,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.9,384,0,-,-,0,supported,default,22.5 Gigabit,required,12,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,6.20352 USD per Hour,3.99552 USD per Hour,4.12052 USD per Hour,4.51392 USD per Hour,4.07952 USD per Hour,false,true
c8gd.metal-48xl,c8gd,metal-48xl,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,arm64,192,-,1,-,2.7,384,11400,true,ssd,6,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,-,12.3456 USD per Hour,12.4706 USD per Hour,14.1888 USD per Hour,12.6816 USD per Hour,true,false
im4gn.xlarge,im4gn,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,1875,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,10000,312.5,10000,40000,1250,-,0.43608 USD per Hour,0.49238 USD per Hour,0.49368 USD per Hour,0.44308 USD per Hour,false,false
c8i.large,c8i,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.9,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,20,20,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.21438 USD per Hour,0.12238 USD per Hour,0.17868 USD per Hour,0.15118 USD per Hour,0.12588 USD per Hour,false,true
m6a.metal,m6a,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,x86_64,96,-,2,-,3.6,768,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,19.2 USD per Hour,10.368 USD per Hour,10.493 USD per Hour,12.2112 USD per Hour,10.704 USD per Hour,true,false
c6in.16xlarge,c6in,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,128,0,-,-,0,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,50000,200000,6250,50000,200000,6250,7.6816 USD per Hour,4.7376 USD per Hour,4.8626 USD per Hour,5.4288 USD per Hour,-,true,true
r5a.large,r5a,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,650,3600,81.25,2880,16000,360,0.228 USD per Hour,0.136 USD per Hour,0.192 USD per Hour,0.165 USD per Hour,0.14 USD per Hour,false,false
c5a.4xlarge,c5a,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,8",2,"1,2",3.3,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,1580,6600,197.5,3170,13300,396.25,1.536 USD per Hour,0.8 USD per Hour,0.925 USD per Hour,0.973 USD per Hour,0.828 USD per Hour,false,false
c5d.2xlarge,c5d,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.4,16,200,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2300,10000,287.5,4750,20000,593.75,0.872 USD per Hour,0.504 USD per Hour,0.604 USD per Hour,0.619 USD per Hour,0.518 USD per Hour,false,false
g6.8xlarge,g6,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,4,6,8,10,12,14,16",2,"1,2",3.4,128,900,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,16000,64000,2000,16000,64000,2000,4.09112 USD per Hour,2.61912 USD per Hour,2.74412 USD per Hour,2.96472 USD per Hour,2.67512 USD per Hour,false,false
r7i.16xlarge,r7i,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.2,512,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,8.0176 USD per Hour,5.0736 USD per Hour,5.1986 USD per Hour,5.7648 USD per Hour,5.1856 USD per Hour,true,false
c8g.metal-48xl,c8g,metal-48xl,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,arm64,192,-,1,-,2.7,384,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,-,9.9648 USD per Hour,10.0898 USD per Hour,11.808 USD per Hour,10.3008 USD per Hour,true,false
u-3tb1.56xlarge,u-3tb1,56xlarge,"ap-southeast-2a, ap-southeast-2b",false,false,false,nitro,224,x86_64,112,"8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,104,108,112",2,"1,2",2.1,3072,0,-,-,0,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,19000,80000,2375,19000,80000,2375,43.019 USD per Hour,32.715 USD per Hour,32.84 USD per Hour,34.8654 USD per Hour,33.107 USD per Hour,false,false
m5d.large,m5d,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,8,75,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,650,3600,81.25,4750,18750,593.75,0.234 USD per Hour,0.142 USD per Hour,0.198 USD per Hour,0.171 USD per Hour,0.146 USD per Hour,false,false
r7gd.xlarge,r7gd,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,32,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25039999999998,10000,40000,1250,-,0.3132 USD per Hour,0.3695 USD per Hour,0.3708 USD per Hour,0.3202 USD per Hour,false,false
m6in.24xlarge,m6in,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,0,-,-,0,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,75000,300000,9375,75000,300000,9375,12.84 USD per Hour,8.424 USD per Hour,8.549 USD per Hour,9.4608 USD per Hour,8.592 USD per Hour,true,true
t3.2xlarge,t3,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,0,-,-,0,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,true,true,true,true,695,4000,86.875,2780,15700,347.5,0.5696 USD per Hour,0.4224 USD per Hour,0.5474 USD per Hour,0.5376 USD per Hour,0.4364 USD per Hour,false,false
c6g.12xlarge,c6g,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,96,0,-,-,0,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,14250,50000,1781.25,14250,50000,1781.25,-,2.1312 USD per Hour,2.2562 USD per Hour,2.6496 USD per Hour,2.2152 USD per Hour,false,false
c6id.large,c6id,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,4,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.2243 USD per Hour,0.1323 USD per Hour,0.1886 USD per Hour,0.1611 USD per Hour,0.1358 USD per Hour,false,true
