Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
m3.large,m3,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.5,7.5,32,true,ssd,1,supported,unsupported,Moderate,unsupported,3,10,0,-,"partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,0,0,0,0,0,0,0.312 USD per Hour,0.186 USD per Hour,0.286 USD per Hour,0.215 USD per Hour,0.19 USD per Hour,false,false
r6idn.12xlarge,r6idn,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,384,2850,true,ssd,2,supported,default,75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,37500,150000,4687.5,37500,150000,4687.5,7.93632 USD per Hour,5.72832 USD per Hour,5.85332 USD per Hour,6.24672 USD per Hour,5.81232 USD per Hour,true,true
r6g.2xlarge,r6g,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,64,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,-,0.4832 USD per Hour,0.6082 USD per Hour,0.5984 USD per Hour,0.4972 USD per Hour,false,false
r5dn.4xlarge,r5dn,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,600,true,ssd,2,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,4750,18750,593.75,4750,18750,593.75,2.368 USD per Hour,1.632 USD per Hour,1.757 USD per Hour,1.8048 USD per Hour,1.66 USD per Hour,false,false
m2.xlarge,m2,xlarge,"ap-southeast-2a, ap-southeast-2b",false,false,false,xen,2,x86_64,2,"1,2",1,1,,17.1,420,true,hdd,1,supported,unsupported,Moderate,unsupported,4,15,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,0,0,0,0,0,0,0.371 USD per Hour,0.296 USD per Hour,0.396 USD per Hour,0.325 USD per Hour,-,false,false
r5dn.2xlarge,r5dn,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,300,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,2300,12000,287.5,4750,18750,593.75,1.184 USD per Hour,0.816 USD per Hour,0.941 USD per Hour,0.9312 USD per Hour,0.83 USD per Hour,false,false
c8g.xlarge,c8g,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,-,0.2076 USD per Hour,0.2639 USD per Hour,0.2652 USD per Hour,0.2146 USD per Hour,false,false
r5d.12xlarge,r5d,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,1800,true,ssd,2,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,9500,40000,1187.5,9500,40000,1187.5,6.384 USD per Hour,4.176 USD per Hour,4.301 USD per Hour,4.694 USD per Hour,4.26 USD per Hour,false,false
r8i-flex.large,r8i-flex,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.9,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,20,20,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,315,2500,39.375,10000,40000,1250,0.24556 USD per Hour,0.15816 USD per Hour,0.21446 USD per Hour,0.18696 USD per Hour,0.16166 USD per Hour,false,true
i3.4xlarge,i3,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,3800,true,ssd,2,supported,default,Up to 10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,3500,16000,437.5,3500,16000,437.5,2.232 USD per Hour,1.496 USD per Hour,1.596 USD per Hour,1.669 USD per Hour,1.524 USD per Hour,false,false
m6id.8xlarge,m6id,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,128,1900,true,ssd,1,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,3.8576 USD per Hour,2.3856 USD per Hour,2.5106 USD per Hour,2.7312 USD per Hour,2.4416 USD per Hour,true,true
c6gd.medium,c6gd,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.5,2,59,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,315,2500,39.375,4750,20000,593.75,-,0.0505 USD per Hour,0.0815 USD per Hour,0.0649 USD per Hour,0.0523 USD per Hour,false,false
m5a.xlarge,m5a,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,1085,6000,135.625,2880,16000,360,0.4 USD per Hour,0.216 USD per Hour,0.272 USD per Hour,0.274 USD per Hour,0.223 USD per Hour,false,false
c8gd.large,c8gd,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,4,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,-,0.1286 USD per Hour,0.1849 USD per Hour,0.1574 USD per Hour,0.1321 USD per Hour,false,false
m6in.8xlarge,m6in,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,128,0,-,-,0,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,25000,100000,3125,25000,100000,3125,4.28 USD per Hour,2.808 USD per Hour,2.933 USD per Hour,3.1536 USD per Hour,2.864 USD per Hour,true,true
c8gn.24xlarge,c8gn,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,arm64,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96",1,1,2.8,192,0,-,-,0,supported,default,300 Gigabit,required,24,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,60000,240000,7500,60000,240000,7500,-,7.4266 USD per Hour,7.5516 USD per Hour,8.4634 USD per Hour,7.5946 USD per Hour,true,true
f2.12xlarge,f2,12xlarge,ap-southeast-2a,false,false,false,nitro,48,x86_64,24,"1,2,3,6,9,12,15,18,21,24",2,"1,2",3.4,512,1880,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,2,-,unsupported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,-,4.752 USD per Hour,4.877 USD per Hour,5.2704 USD per Hour,4.836 USD per Hour,false,false
r6i.8xlarge,r6i,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,256,0,-,-,0,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,10000,40000,1250,10000,40000,1250,3.888 USD per Hour,2.416 USD per Hour,2.541 USD per Hour,2.7616 USD per Hour,2.472 USD per Hour,true,true
t3a.nano,t3a,nano,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,0.5,0,-,-,0,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,45,250,5.625,2085,11800,260.625,0.0105 USD per Hour,0.0059 USD per Hour,0.0059 USD per Hour,-,0.0094 USD per Hour,false,false
gr6.8xlarge,gr6,8xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,4,6,8,10,12,14,16",2,"1,2",3.4,256,900,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,16000,64000,2000,16000,64000,2000,4.6527 USD per Hour,3.1807 USD per Hour,3.3057 USD per Hour,3.5263 USD per Hour,3.2367 USD per Hour,false,false
g6f.xlarge,g6f,xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.4,16,100,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,1000,4000,125,5000,20000,625,0.49279 USD per Hour,0.30879 USD per Hour,0.36509 USD per Hour,0.36639 USD per Hour,0.31579 USD per Hour,false,false
r8g.2xlarge,r8g,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,64,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.5648 USD per Hour,0.6898 USD per Hour,0.68 USD per Hour,0.5788 USD per Hour,false,false
m6a.8xlarge,m6a,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",3.6,128,0,-,-,0,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,3.2 USD per Hour,1.728 USD per Hour,1.853 USD per Hour,2.0736 USD per Hour,1.784 USD per Hour,false,false
c6id.2xlarge,c6id,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,16,474,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.8972 USD per Hour,0.5292 USD per Hour,0.6542 USD per Hour,0.6444 USD per Hour,0.5432 USD per Hour,false,true
m5a.24xlarge,m5a,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.5,384,0,-,-,0,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,13750,60000,1718.75,13750,60000,1718.75,9.6 USD per Hour,5.184 USD per Hour,5.309 USD per Hour,6.221 USD per Hour,5.352 USD per Hour,false,false
c6gd.2xlarge,c6gd,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,-,0.404 USD per Hour,0.529 USD per Hour,0.5192 USD per Hour,0.418 USD per Hour,false,false
x2iedn.32xlarge,x2iedn,32xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,4096,3800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,80000,260000,10000,80000,260000,10000,44.57 USD per Hour,38.682 USD per Hour,38.807 USD per Hour,39.9108 USD per Hour,38.906 USD per Hour,true,false
i7i.48xlarge,i7i,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,x86_64,96,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96",2,"1,2",2.4,1536,45000,true,ssd,12,supported,default,Up to 100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,60000,240000,7500,60000,240000,7500,30.5539 USD per Hour,21.7219 USD per Hour,21.8469 USD per Hour,23.5651 USD per Hour,22.0579 USD per Hour,true,false
c6i.12xlarge,c6i,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,96,0,-,-,0,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,15000,60000,1875,15000,60000,1875,4.872 USD per Hour,2.664 USD per Hour,2.789 USD per Hour,3.1824 USD per Hour,2.748 USD per Hour,true,true
m6a.xlarge,m6a,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.6,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.4 USD per Hour,0.216 USD per Hour,0.2723 USD per Hour,0.2736 USD per Hour,0.223 USD per Hour,false,false
is4gen.medium,is4gen,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,1,1,1,2.5,6,937,true,ssd,1,supported,default,Up to 25 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,625,2500,78.125,10000,40000,1250,-,0.17276 USD per Hour,0.22906 USD per Hour,0.18716 USD per Hour,0.17451 USD per Hour,false,false
gr6.4xlarge,gr6,4xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.4,128,600,true,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,8000,32000,1000,8000,32000,1000,2.7372 USD per Hour,2.0012 USD per Hour,2.1262 USD per Hour,2.174 USD per Hour,2.0292 USD per Hour,false,false
i4i.xlarge,i4i,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,937,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,1250,5000,156.25,10000,40000,1250,0.595 USD per Hour,0.411 USD per Hour,0.468 USD per Hour,0.469 USD per Hour,0.418 USD per Hour,false,false
r8i-flex.xlarge,r8i-flex,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.9,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,30,30,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,630,3600,78.75,10000,40000,1250,0.49112 USD per Hour,0.31632 USD per Hour,0.37262 USD per Hour,0.37392 USD per Hour,0.32332 USD per Hour,false,true
g5.48xlarge,g5,48xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,192,x86_64,96,-,2,-,3.3,768,7600,true,ssd,2,supported,default,100 Gigabit,required,7,50,50,true,"cluster, partition, spread",8,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,30.00964 USD per Hour,21.17764 USD per Hour,21.30264 USD per Hour,23.02084 USD per Hour,21.51364 USD per Hour,false,false
r7gd.12xlarge,r7gd,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,384,2850,true,ssd,2,supported,default,22.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,-,3.7584 USD per Hour,3.8834 USD per Hour,4.2768 USD per Hour,3.8424 USD per Hour,true,false
m6gd.large,m6gd,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,8,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,-,0.114 USD per Hour,0.1703 USD per Hour,0.1428 USD per Hour,0.1175 USD per Hour,false,false
x1.32xlarge,x1,32xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,xen,128,x86_64,64,"4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64",2,"1,2",2.3,1952,3840,true,ssd,2,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,-,-,true,14000,80000,1750,14000,80000,1750,25.229 USD per Hour,19.341 USD per Hour,19.441 USD per Hour,20.571 USD per Hour,19.566 USD per Hour,false,false
m6in.2xlarge,m6in,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,6250,25000,781.25,25000,100000,3125,1.07 USD per Hour,0.702 USD per Hour,0.827 USD per Hour,0.8172 USD per Hour,0.716 USD per Hour,false,true
r5b.8xlarge,r5b,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,0,-,-,0,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,20000,86667,2500,20000,86667,2500,4.368 USD per Hour,2.896 USD per Hour,3.021 USD per Hour,3.2416 USD per Hour,2.952 USD per Hour,false,false
