Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
m6a.48xlarge,m6a,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,x86_64,96,"8,12,16,20,24,28,32,64,96",2,"1,2",3.6,768,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,19.2 USD per Hour,10.368 USD per Hour,10.493 USD per Hour,12.2112 USD per Hour,10.704 USD per Hour,true,false
r4.4xlarge,r4,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,0,-,-,0,supported,default,Up to 10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,3500,18750,437.5,3500,18750,437.5,2.0128 USD per Hour,1.2768 USD per Hour,1.3768 USD per Hour,1.4528 USD per Hour,1.308 USD per Hour,false,false
f1.16xlarge,f1,16xlarge,ap-southeast-2a,false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,976,3760,true,ssd,4,supported,default,25 Gigabit,supported,8,50,50,true,"cluster, partition, spread",0,8,-,unsupported,ebs,true,-,-,true,14000,75000,1750,14000,75000,1750,-,15.848 USD per Hour,-,-,-,false,false
r8i-flex.16xlarge,r8i-flex,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.9,512,0,-,-,0,supported,default,Up to 30 Gigabit,required,16,64,64,true,"partition, spread",0,0,true,supported,ebs,-,-,-,true,10000,40000,1250,20000,80000,2500,7.85792 USD per Hour,5.06112 USD per Hour,5.18612 USD per Hour,5.75232 USD per Hour,5.17312 USD per Hour,false,true
r5n.metal,r5n,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,96,x86_64,48,-,2,-,3.1,768,0,-,-,0,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,13.104 USD per Hour,8.688 USD per Hour,8.813 USD per Hour,9.725 USD per Hour,8.856 USD per Hour,false,false
r5n.large,r5n,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,0,-,-,0,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,650,3600,81.25,4750,18750,593.75,0.273 USD per Hour,0.181 USD per Hour,0.237 USD per Hour,0.21 USD per Hour,0.185 USD per Hour,false,false
m6g.medium,m6g,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.5,4,0,-,-,0,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,315,2500,39.375,4750,20000,593.75,-,0.048 USD per Hour,0.079 USD per Hour,0.0624 USD per Hour,0.0498 USD per Hour,false,false
i4i.8xlarge,i4i,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,256,7500,true,ssd,2,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,10000,40000,1250,10000,40000,1250,4.763 USD per Hour,3.291 USD per Hour,3.416 USD per Hour,3.637 USD per Hour,3.347 USD per Hour,true,false
c6in.metal,c6in,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,128,x86_64,64,-,2,-,3.5,256,0,-,-,0,supported,default,200 Gigabit,required,16,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,100000,400000,12500,100000,400000,12500,15.3632 USD per Hour,9.4752 USD per Hour,9.6002 USD per Hour,10.704 USD per Hour,-,true,false
is4gen.8xlarge,is4gen,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,192,30000,true,ssd,4,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,20000,80000,2500,20000,80000,2500,-,5.52842 USD per Hour,5.65342 USD per Hour,5.87402 USD per Hour,5.58442 USD per Hour,false,false
c7i.48xlarge,c7i,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,x86_64,96,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96",2,"1,2",3.2,384,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,40000,240000,5000,40000,240000,5000,20.0208 USD per Hour,11.1888 USD per Hour,11.3138 USD per Hour,13.032 USD per Hour,11.5248 USD per Hour,true,false
r5dn.24xlarge,r5dn,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,3600,true,ssd,4,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,14.208 USD per Hour,9.792 USD per Hour,9.917 USD per Hour,10.8288 USD per Hour,9.96 USD per Hour,false,false
m8i.metal-48xl,m8i,metal-48xl,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,x86_64,96,-,2,-,3.9,768,0,-,-,0,supported,default,75 Gigabit,required,24,64,64,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,60000,240000,7500,60000,240000,7500,21.5328 USD per Hour,12.7008 USD per Hour,12.8258 USD per Hour,14.544 USD per Hour,13.0368 USD per Hour,true,true
m6i.2xlarge,m6i,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,2500,12000,312.5,10000,40000,1250,0.848 USD per Hour,0.48 USD per Hour,0.605 USD per Hour,0.5952 USD per Hour,0.494 USD per Hour,false,true
m7i.12xlarge,m7i,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.2,192,0,-,-,0,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,5.232 USD per Hour,3.024 USD per Hour,3.149 USD per Hour,3.5424 USD per Hour,3.108 USD per Hour,true,false
m1.large,m1,large,"ap-southeast-2a, ap-southeast-2b",false,false,false,xen,2,x86_64,2,-,1,-,,7.5,840,true,hdd,2,supported,supported,Moderate,unsupported,3,10,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,500,4000,62.5,500,4000,62.5,0.373 USD per Hour,0.233 USD per Hour,0.333 USD per Hour,0.262 USD per Hour,-,false,false
